TF-IDF,TF,IDF,URI
0.03657794265844897,0.0251328329256979,1.4553847855745954,https://www.donaldjtrump.com/media/timeline-the-trump-administrations-decisive-actions-to-combat-the-coronavirus/
0.06730785620912937,0.046247464503042596,1.4553847855745954,https://nodexlgraphgallery.org/Pages/Graph.aspx?graphID=237287
0.008465882413949742,0.005816937553464499,1.4553847855745954,https://www.wbaltv.com/article/maryland-coronavirus-numbers-map-faq-october-5-11/34271761
0.03388763593862416,0.023284313725490197,1.4553847855745954,https://www.click2houston.com/health/2020/03/22/chart-houston-area-coronavirus-cases-in-the-past-week/?utm_source=twitter&utm_medium=social&utm_campaign=snd&utm_content=kprc2
0.013909613141809513,0.009557344064386318,1.4553847855745954,https://www.politico.com/news/2020/10/06/osha-coronavirus-penalties-426828
0.00303871548636454,0.002087912087912088,1.4553847855745954,https://www.dailymail.co.uk/news/article-8815059/Nicola-Sturgeon-set-BAN-alcohol-Scotlands-pubs-force-6pm-closing.html
0.010609580340809659,0.007289879931389366,1.4553847855745954,https://www.city-journal.org/trump-coronavirus-diagnosis-models-positive-masculinity
0.014850865158924441,0.01020408163265306,1.4553847855745954,http://www.msn.com/en-us/news/us/how-much-would-trumps-coronavirus-treatment-cost-most-americans/ar-BB19MG4w?ocid=st
0.0017096313977214578,0.0011746937405604967,1.4553847855745954,https://www.dailymail.co.uk/tvshowbiz/article-8813329/Wendy-Williams-mispronounced-coronavirus-cornova-Trumps-return-White-House.html
0.0013230770777950868,0.0009090909090909091,1.4553847855745954,https://www.theguardian.com/world/live/2020/oct/07/coronavirus-live-news-six-us-states-see-record-hospital-patients-facebook-deletes-trump-post?CMP=share_btn_tw&page=with:block-5f7db5e18f08ac58bb46810c#block-5f7db5e18f08ac58bb46810c
