tweet id,account,tweet time,domain,link
1328058818383679489,AdibBazgir,20201115193431,presstv.com,http://www.presstv.com/Detail/2020/11/15/638619/Iran-IRGC-artillery-terrorists
1328057668011962371,jasonsafdari,20201115192956,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328056731574935552,Harkonen2,20201115192613,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328056567489589250,YawAmponsahNY,20201115192534,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328056451412025344,PhilDeCarolis,20201115192506,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328056313063104512,PressTV,20201115192433,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328054041889239040,PhilDeCarolis,20201115191532,presstv.com,http://www.presstv.com/Detail/2020/11/15/638631/Armenia-Azerbaijan-ceasefire-deal-Karabakh-conflict-Russia-
1328077254107258880,warburg100,20201115204746,zerohedge.com,https://www.zerohedge.com/geopolitical/dr-fauci-warns-us-likely-cancel-christmas-hints-masks-social-distancing-are-here-stay
1328077178316214272,IsaBlumi,20201115204728,zerohedge.com,https://www.zerohedge.com/geopolitical/dr-fauci-warns-us-likely-cancel-christmas-hints-masks-social-distancing-are-here-stay
1328077116160712704,tasdionisakos,20201115204713,zerohedge.com,https://www.zerohedge.com/geopolitical/dr-fauci-warns-us-likely-cancel-christmas-hints-masks-social-distancing-are-here-stay
1328076885624950784,YHWH3R1,20201115204618,zerohedge.com,https://twitter.com/i/web/status/1328076885624950784
1328076882173173760,DimKomesarios,20201115204617,zerohedge.com,https://www.zerohedge.com/geopolitical/dr-fauci-warns-us-likely-cancel-christmas-hints-masks-social-distancing-are-here-stay
1328076820646916096,cryptcoin_trade,20201115204603,zerohedge.com,https://www.zerohedge.com/political/newsmax-buyout-eyed-trump-allies-seeking-fox-news-killer-ceo-denies
1328076738224680971,CarlAntoine,20201115204543,zerohedge.com,https://www.zerohedge.com/geopolitical/dr-fauci-warns-us-likely-cancel-christmas-hints-masks-social-distancing-are-here-stay
1328076710781222912,Ltx_Poi,20201115204536,zerohedge.com,https://www.zerohedge.com/geopolitical/another-brexit-deal-deadline-blown-boris-johnson-stands-his-ground-another-extension
1328076691516895238,AmicaleFC,20201115204532,zerohedge.com,no extended link
1328076637053841408,TheNameIsNeo1,20201115204519,zerohedge.com,https://www.zerohedge.com/geopolitical/dr-fauci-warns-us-likely-cancel-christmas-hints-masks-social-distancing-are-here-stay
1328076446338854918,Brown70William,20201115204433,zerohedge.com,https://www.zerohedge.com/political/martin-armstrong-most-corrupt-election-american-history
1328076327337955328,zeroedtweets,20201115204405,zerohedge.com,https://www.zerohedge.com/markets/market-breaks-out-vaccine-hopes-cases-surge
1328076195745857536,AwakeNRedpilled,20201115204334,zerohedge.com,https://twitter.com/i/web/status/1328076195745857536
1328062952986058754,verity202020,20201115195056,ukcolumn.org,no extended link
1328026690937888770,FatherlessIn,20201115172651,ukcolumn.org,https://www.ukcolumn.org/article/uk-governments-scandalous-cover-bullying-violence-and-suicide-schools
1328026025121488899,ordinaryshaman,20201115172412,ukcolumn.org,https://twitter.com/i/web/status/1328026025121488899
1328015973962702849,LindaL16,20201115164416,ukcolumn.org,https://www.ukcolumn.org/censored
1328010790599856130,LindaL16,20201115162340,ukcolumn.org,https://www.ukcolumn.org/censored
1328009422233366529,JennyTrigg1,20201115161814,ukcolumn.org,http://www.ukcolumn.org/article/surrendered-crown-and-commonwealth-betrayed
1327998257897803776,jbelfrost,20201115153352,ukcolumn.org,http://www.ukcolumn.org/blogs/towards-model-deep-state
1327984131779809280,bam57581565,20201115143744,ukcolumn.org,no extended link
1327974872191021058,GeodanNew,20201115140056,ukcolumn.org,https://twitter.com/i/web/status/1327974872191021058
1327943651293585408,outersite,20201115115653,ukcolumn.org,https://www.ukcolumn.org/article/covid%E2%80%9319-big-pharma-players-behind-uk-government-lockdown
1327931653721829382,caroline_bcn3,20201115110912,ukcolumn.org,https://twitter.com/i/web/status/1327931653721829382
1327920851400921088,SassyCoopster,20201115102617,ukcolumn.org,https://twitter.com/i/web/status/1327920851400921088
1327909959166795777,IanChase67,20201115094300,ukcolumn.org,https://www.ukcolumn.org/article/lockdown-deaths-not-covid-deaths
1327867103895048192,ganais_anais,20201115065242,ukcolumn.org,https://twitter.com/i/web/status/1327867103895048192
1327848953887547398,PykusPiraticus,20201115054035,ukcolumn.org,https://twitter.com/i/web/status/1327848953887547398
1327746083771064325,SWso155,20201114225149,ukcolumn.org,no extended link
1327740703238217729,SellickJohn,20201114223026,ukcolumn.org,https://twitter.com/i/web/status/1327740703238217729
1328077196112617473,WriteRN,20201115204732,breitbart.com,https://www.breitbart.com/border/2020/11/14/watch-antifa-accosts-women-children-elderly-and-restaurant-goers-after-maga-march/
1328077163447382017,srao999,20201115204724,breitbart.com,https://www.breitbart.com/law-and-order/2020/11/14/leftists-mob-stomps-on-head-of-trump-supporter-in-dc-rally/
1328077109500256257,MattersRepublic,20201115204712,breitbart.com,https://www.breitbart.com/national-security/2020/11/15/adam-schiff-trump-is-interfering-with-peaceful-transfer-of-power/
1328077171164913665,Factozoidal,20201115204726,presstv.com,https://www.presstv.com/Detail/2020/11/15/638645/US-troops-Iraq
1328076821796188161,PressTV,20201115204603,presstv.com,https://www.presstv.com/Detail/2020/11/15/638645/US-troops-Iraq
1328076487531106305,NyaatureAndRace,20201115204443,presstv.com,https://twitter.com/i/web/status/1328076487531106305
1328071903857152000,TerriBennet,20201115202630,presstv.com,https://www.presstv.com/Detail/2020/11/15/638643/Qalibaf-Iran-Parliament-Biden-US-administration-sanctions
1328069096857071617,PressTV,20201115201521,presstv.com,https://www.presstv.com/Detail/2020/11/15/638643/Qalibaf-Iran-Parliament-Biden-US-administration-sanctions
1328066926225002497,ZAIDAO786,20201115200644,presstv.com,https://bit.ly/2H9zAvu
1328065556487008257,apgnan01,20201115200117,presstv.com,https://bit.ly/2H9zAvu
1328064469562519554,Chrysan51142054,20201115195658,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328060946955190272,soraya21892225,20201115194258,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328059925872979969,AM_MohammadAli,20201115193855,presstv.com,no extended link
1328059630640107521,GordonTerraysha,20201115193744,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328059119450935297,GenSuleimani,20201115193542,presstv.com,http://www.presstv.com/Detail/2020/11/15/638634/Iran-General-Baqeri-Iraq-defense-Shamkhani
1328059041982005248,AdibBazgir,20201115193524,presstv.com,http://www.presstv.com/Detail/2020/11/15/638628/Pakistan-Shah-Mahmood-Qureshi-irrefutable-evidence-India-terrorism
1328058818383679489,AdibBazgir,20201115193431,presstv.com,http://www.presstv.com/Detail/2020/11/15/638619/Iran-IRGC-artillery-terrorists
1328057668011962371,jasonsafdari,20201115192956,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328056731574935552,Harkonen2,20201115192613,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328056567489589250,YawAmponsahNY,20201115192534,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328056451412025344,PhilDeCarolis,20201115192506,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328056313063104512,PressTV,20201115192433,presstv.com,http://www.presstv.com/Detail/2020/11/15/638639/Iraq-operations-Daesh-terrorists
1328054041889239040,PhilDeCarolis,20201115191532,presstv.com,http://www.presstv.com/Detail/2020/11/15/638631/Armenia-Azerbaijan-ceasefire-deal-Karabakh-conflict-Russia-
